ngram;time_slot;df;idft;df_idft
ege dipake didik;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
dipake didik elaaah;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
stop ege dipake;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
tempat anak gw;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
banyak anak makan;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
jangka spt mbg;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
sekolah sppg lgs;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
manfaat dr tuju;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
ortu aspirasi sekolah;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
tuju rasa jangka;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
tempat provokasi batalin;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
mbg tempat anak;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
progam manfaat dr;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
kritik saran tempat;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
batalin progam manfaat;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
rasa jangka spt;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
menu banyak anak;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
anak gw menu;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
aspirasi sekolah sppg;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
saran tempat provokasi;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
dr tuju rasa;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
spt mbg tempat;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
provokasi batalin progam;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
gw menu banyak;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
makan ortu aspirasi;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
anak makan ortu;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
mbg sehat irit;2025-11-09 11:00;1;2.803360380906535;2.803360380906535
mbg cek sehat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
emas bangsa program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi fondasi lahir;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis mbg cek;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bangsa program makan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sehat gratis ckg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tinjau mbg ckg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
indonesia sehat gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
presiden prabowo wujud;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
program makan gizi;2025-11-09 10:00;7;0.3610133455373305;2.5270934187613134
makan gizi gratis;2025-11-09 10:00;10;0.06252035698133393;0.6252035698133394
mendikdasmen tinjau mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lahir generasi emas;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg ckg cilacap;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
prioritas presiden prabowo;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ckg prioritas presiden;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
anak indonesia sehat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
cilacap anak indonesia;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sehat gizi fondasi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
fondasi lahir generasi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
prabowo wujud nyata;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ckg cilacap anak;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
cek sehat gratis;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
generasi emas bangsa;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis ckg prioritas;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-11-09 10:00;5;0.7884573603642703;3.9422868018213513
sppg fungsi dapur;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi sppg fungsi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tangsel bangun satu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg polres tangsel;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
layan penuh gizi;2025-11-09 10:00;2;2.3978952727983707;4.795790545596741
program perintah program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
penuh gizi sppg;2025-11-09 10:00;1;2.3978952727983707;2.3978952727983707
dukung program perintah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
fungsi dapur pusat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
perintah program makan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis mbg polres;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
polres tangsel bangun;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
produksi makan gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dapur pusat produksi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bangun satu layan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
pusat produksi makan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
satu layan penuh;2025-11-09 10:00;2;2.3978952727983707;4.795790545596741
lupa bikin mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg harga trilyunan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bro lupa bikin;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bikin mbg harga;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tempur amp kapal;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kodam beli jet;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
amp kapal selam;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
program berat apbn;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kapal selam apbn;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
program juta rumah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
rumah kopdes bentuk;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
amp drone tempur;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gali lubang tutup;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
survive dgn gali;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mangkas program berat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dgn gali lubang;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg program juta;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
nafas hutang spt;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
apbn nafas hutang;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
jet amp drone;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
drone tempur amp;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kopdes bentuk kodam;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
juta rumah kopdes;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tutup lubang bahaya;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
berat apbn nafas;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
beli jet amp;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bentuk kodam beli;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
perintah mangkas program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
hutang spt mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
selam apbn survive;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
spt mbg program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
apbn survive dgn;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lubang tutup lubang;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi gratis gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
asupan gizi anak;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi gratis asupan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis asupan gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi anak bangsa;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kelola dapur sehat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
wilayah distrik jayapura;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis wilayah distrik;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
jayapura utara kota;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
distrik jayapura utara;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kemala bhayangkari polda;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
layan program makan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
papua bantu perintah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
polda papua bantu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
yayasan kemala bhayangkari;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bhayangkari polda papua;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dapur sehat layan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sehat layan program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi gratis wilayah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
utara kota jayapura;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
perintah kelola dapur;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bantu perintah kelola;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
september mbg semangat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
siswa ajar sekolah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
semangat siswa ajar;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kamis september mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
jambi kamis september;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg semangat siswa;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gantiwarno terima manfaat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sekolah gantiwarno terima;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
manfaat program makan;2025-11-09 10:00;1;2.3978952727983707;2.3978952727983707
terima manfaat program;2025-11-09 10:00;1;2.3978952727983707;2.3978952727983707
racun kau bilang;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
debat warkop laku;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
batas debat warkop;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ide ck dg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lu ga marah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bantai israel influence;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dg bunuh wajar;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
wajar sih lu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
influence ga batas;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
anak racun kau;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kampanye bantai israel;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
warkop laku dg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ga marah hati;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
hati udah kepentok;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
laku dg bunuh;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sadar kampanye bantai;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kau bilang normal;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bilang normal oke;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ga batas debat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
perang ide ck;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sih lu ga;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
udah kepentok rasio;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ck dg sadar;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
israel influence ga;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
rasio anak racun;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
marah hati udah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
oke lanjut mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dg sadar kampanye;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kepentok rasio anak;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bunuh wajar sih;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
normal oke lanjut;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ahli gizi dapur;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bandung baru ahli;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dapur mbg sppg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
loker bandung baru;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg sppg regol;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi dapur mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
baru ahli gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi dukung laksana;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
operasi satu layan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
pemkab mukomuko pinjam;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
penuh gizi dukung;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
pinjam lahan program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lahan program makan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mukomuko pinjam lahan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis operasi satu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
laksana program nasional;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi gratis operasi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dukung laksana program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
distribusi makan gizi;2025-11-09 10:00;1;2.1102132003465894;2.1102132003465894
gratis kota tual;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tual nuhuyanan tegas;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kota tual nuhuyanan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gizi gratis kota;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ganggu proses ajar;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
nuhuyanan tegas ganggu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tegas ganggu proses;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tempat kab tasikmalaya;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
mbg tempat kab;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
gizi d s;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
s staf ahli;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
kenal cecil yayasan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
ahli gizi program;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
hallo kenal cecil;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
staf ahli gizi;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
gabung lulus gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lulus gizi d;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
gizi program makan;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
kab tasikmalaya sukaratu;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
buka sempat gabung;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
gratis mbg tempat;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
cecil yayasan buka;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sempat gabung lulus;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
d s staf;2025-11-09 10:00;2;2.803360380906535;5.60672076181307
yayasan buka sempat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
tasikmalaya sukaratu dm;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
cari lulus gizi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
boneng juragannn mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
akses basic necessities;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lu lahir bumi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
out sekolah bias;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
jaksel boneng juragannn;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
juragannn mbg roll;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
justice regardless lu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
basic necessities bangun;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sekolah bias urban;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
regardless lu lahir;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lu akses basic;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lu lahir lu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bangun sekolah rakyat;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lahir lu lahir;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bumi air indonesia;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg roll out;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
stunting lu kasih;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
roll out sekolah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
air indonesia lu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
rakyat jaksel boneng;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
bias urban stunting;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lahir bumi air;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
necessities bangun sekolah;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lu kasih mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sekolah rakyat jaksel;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
indonesia lu akses;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
social justice regardless;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
urban stunting lu;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dapur mbg anggar;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mbg anggar pesan;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
kurang hapus anggar;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
hapus anggar mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
sppg dukung program;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
dukung program mbg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
siap lokasi sppg;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
lokasi sppg dukung;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
mukomuko siap lokasi;2025-11-09 10:00;1;2.803360380906535;2.803360380906535
isi mbg nasi;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
menu mbg penuh;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
siswa racun makan;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
makan mbg t;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
stop amp hapus;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
proyek mbg hasil;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
a i k;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
k menu mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
koruptor murid siswa;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
penuh syarat gizi;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg t a;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
t a i;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg penuh syarat;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
murid siswa racun;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
amp hapus proyek;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg hasil koruptor;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
hasil koruptor murid;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
hapus proyek mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
i k menu;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
racun makan mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
rs hadap mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
beli ngga bayang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
masuk rs hadap;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
sekolah racun mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
racun mbg sampe;2025-11-09 12:00;1;2.3978952727983707;2.3978952727983707
mbg sampe masuk;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg hari trauma;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
hadap mbg hari;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
sender trauma racun;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
trauma racun donat;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
bayang anak sekolah;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
anak sekolah racun;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
racun donat beli;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
donat beli ngga;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
sampe masuk rs;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
trauma paksa makan;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
ngga bayang anak;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
hari trauma paksa;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
makan terima manfaat;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
nasional bgn upaya;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mutu makan terima;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
upaya jaga mutu;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
program makan gizi;2025-11-09 12:00;2;0.3610133455373305;0.722026691074661
manfaat program makan;2025-11-09 12:00;1;2.3978952727983707;2.3978952727983707
jaga mutu makan;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-11-09 12:00;2;0.06252035698133393;0.12504071396266786
badan gizi nasional;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
gizi nasional bgn;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
bgn upaya jaga;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
gratis mbg laman;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-11-09 12:00;1;0.7884573603642703;0.7884573603642703
terima manfaat program;2025-11-09 12:00;1;2.3978952727983707;2.3978952727983707
bantu kurang anak;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
endokrin nilai program;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
nilai program mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
anak jajan manis;2025-11-09 12:00;1;2.3978952727983707;2.3978952727983707
program mbg bantu;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
kurang anak jajan;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
dokter endokrin nilai;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg bantu kurang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
sepele nyawa nyawa;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
tinggal anggap statistik;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
ras kayak si;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
orang sepele nyawa;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
nyawa nyawa ribu;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
biadab lawak bilang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
hny krn dr;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
bakar neraka rest;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
ribu anak orang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
bahan bakar neraka;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
anak orang racun;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
lawak bilang rest;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
statistik sj biadab;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
bilang rest in;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
fasis ras kayak;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
racun mbg hny;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
sj biadab lawak;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
neraka rest in;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg hny krn;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
ck bahan bakar;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
rest in peace;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
blm tinggal anggap;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
orang racun mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
nyawa ribu anak;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
kayak si ck;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
peace fasis ras;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
ngarepin orang sepele;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
anggap statistik sj;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
in peace fasis;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mmg blm tinggal;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
krn dr gov;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
si ck bahan;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
gov mmg blm;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
dr gov mmg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
jgn lupa mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
didik masuk mbg;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
dana didik masuk;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
tri dana didik;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
uang rb anak;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
rb beda orang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
anak buang anggar;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
trs klo casenya;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
rb biaya segitu;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
segitu gizi trs;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
klo casenya desa;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
mbg biaya orang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
biaya segitu gizi;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
rb anak buang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
wali murid makan;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
gizi uang rb;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
gizi trs klo;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
biaya orang rb;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
orang tua wali;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
ngadain mbg biaya;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
makan gizi uang;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
orang rb biaya;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
tua wali murid;2025-11-09 12:00;1;2.803360380906535;2.803360380906535
