ngram;time_slot;df;df_prev;idft;boost;df_idft;is_entity;entity_type
wapres gibran;2025-11-09 08:00;1;0;4.526361;1.5;6.789541;True;PER
anak orang;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
racun puluh;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
i anak;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mbg nov;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
orang mati;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
siswa racun;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
n link;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
nunggu siswa;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
to nunggu;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
september siswa;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
puluh lokasi;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
pesta menang;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
lokasi pesta;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
capture n;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
racun mbg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
nov september;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
siswa i;2025-11-09 08:00;1;1;3.833213;1.0;3.833213;False;
berita racun;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
link berita;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
menang to;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
maksa tender;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
tender orang;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
gak kompeten;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
orang gak;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
ngasih tender;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
gin gak;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
kualitas janji;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
benerin kualitas;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
gak ngasih;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
njir benerin;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mbg njir;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
tender mbg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
janji gin;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
anak chief;2025-11-09 08:00;2;0;4.526361;1.0;9.052721;False;
dapet mbg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mbg ga;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
ga layak;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
w dapet;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
kasi anak;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
chief w;2025-11-09 08:00;2;0;4.526361;1.0;9.052721;False;
tingkat semangat;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mudah akses;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
semangat ajar;2025-11-09 08:00;1;2;3.427748;1.0;3.427748;False;
ajar ckg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
akses sehat;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
sehat sorong;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mbg tingkat;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
ckg mudah;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
telor rebus;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
anjir telor;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
makan warteg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
polos tempe;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
k bagus;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
kelengkeng buah;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
w anjir;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
ungkep hambar;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
rebus polos;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
lengkap mbg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
warteg k;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
tomat ceri;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
tempe ungkep;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
bagus lengkap;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
hambar tomat;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
ceri kelengkeng;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mbg anak;2025-11-09 08:00;1;2;3.427748;1.0;3.427748;False;
banget sekolah;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
sosis curah;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
salah siswa;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
gara liat;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
sekolah mbg;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
mbg cepat;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
cepat gara;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
harap banget;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
gara gara;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
cuman bekal;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
bekal nasi;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
merah gulung;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
curah merah;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
siswa cuman;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
nasi sosis;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
liat salah;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
umkm program;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
gerak ekonomi;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
juta terima;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
gembira program;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
ekonomi lokal;2025-11-09 09:00;1;1;3.833213;1.0;3.833213;False;
mbg jangkau;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
ribu lapang;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
kerja gerak;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
juta tani;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
libat juta;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
jangkau juta;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
tani nelayan;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
lapang kerja;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
terima cipta;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
program gera;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
program mbg;2025-11-09 09:00;1;5;2.734601;1.0;2.734601;False;
nelayan umkm;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
cipta ribu;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
lokal libat;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
kabar gembira;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
bibi ngajar;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sisa mbg;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
food sisa;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
warning disgusting;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dr kelas;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
kelas doang;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sw bibi;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
samping rumah;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
mbg dr;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
doang sw;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
content warning;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
rumah gilsss;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
disgusting food;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sekolah samping;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
ngajar sekolah;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
program unfaedah;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
unfaedah mbg;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
mbg dukung;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dukung maaf;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
maaf program;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 09:00;3;25;1.268264;1.0;3.804792;False;
dukung program;2025-11-09 09:00;1;5;2.734601;1.0;2.734601;False;
makan gizi;2025-11-09 09:00;6;152;-0.504077;1.0;-3.024464;False;
gizi gratis;2025-11-09 09:00;6;152;-0.504077;1.0;-3.024464;False;
capai daerah;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
stunting racun;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
orang korupsi;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sukses capai;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dana amp;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
bank sept;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sept makan;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
racun orang;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
al jazeera;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
higienis buruk;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
jazeera world;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
daerah kurang;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
post al;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
kurang stunting;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
korupsi dana;2025-11-09 09:00;1;1;3.833213;1.0;3.833213;False;
jakarta post;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
dasar lapor;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
gratis sukses;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
agam sumber;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sumber jakarta;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
world bank;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
amp tangguh;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
tangguh higienis;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
lapor agam;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
gratis konsep;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
gelar uji;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sekolah lengkap;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
uji coba;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dapur sekolah;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
konsep dapur;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
coba program;2025-11-09 09:00;1;1;3.833213;1.0;3.833213;False;
menteng gelar;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sdn menteng;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
mangunkusumo prof;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
mbg kurang;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
end faap;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
frcpi hon;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sp a;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
pulung sp;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
jajan makan;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
kurang biasa;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
pakar endokrin;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
rs cipto;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
minum manis;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
bhakti pulung;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
cipto mangunkusumo;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
endokrin anak;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dr aman;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
a k;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
aman bhakti;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
anak rs;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
subsp end;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
hon program;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
gratis mbg;2025-11-09 09:00;1;45;0.697719;1.0;0.697719;False;
anak jajan;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
makan minum;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
prof dr;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
faap frcpi;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
biasa anak;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
k subsp;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dr dr;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
turen damping;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
koramil turen;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
distribusi makan;2025-11-09 09:00;1;1;3.833213;1.0;3.833213;False;
damping distribusi;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
babinsa koramil;2025-11-09 09:00;1;1;3.833213;1.0;3.833213;False;
gratis sekolah;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dgn harap;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
partai penghianat;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
perintah tdk;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
tdk geng;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
indonesia pintar;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
anak indonesia;2025-11-09 09:00;1;5;2.734601;1.5;4.101902;True;LOC
emas makan;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
geng penghianat;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sekolah rakyat;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
tdk kelompok;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
sdh anak;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
harap perintah;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
rakyat dgn;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
prabowo sdh;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;PER
pintar songsong;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
rawan penghianat;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
songsong indonesia;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
tdk partai;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
kelompok rawan;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
indonesia emas;2025-11-09 09:00;1;0;4.526361;1.5;6.789541;True;LOC
penghianat tdk;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
mbg handapherang;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
dapur suplai;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
tua murid;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
suplai mbg;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
handapherang ciamis;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
orang tua;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
respon keluh;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
keluh orang;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
ciamis respon;2025-11-09 09:00;1;0;4.526361;1.0;4.526361;False;
cilacap anak;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
emas bangsa;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
anak indonesia;2025-11-09 10:00;1;6;2.58045;1.5;3.870676;True;LOC
makan gizi;2025-11-09 10:00;10;158;-0.542544;1.0;-5.425437;False;
generasi emas;2025-11-09 10:00;1;4;2.916923;1.0;2.916923;False;
wujud nyata;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 10:00;7;28;1.159065;1.0;8.113453;False;
mbg cek;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
sehat gratis;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gizi fondasi;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
mendikdasmen tinjau;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 10:00;10;158;-0.542544;1.0;-5.425437;False;
cek sehat;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
tinjau mbg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bangsa program;2025-11-09 10:00;1;1;3.833213;1.0;3.833213;False;
ckg cilacap;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gratis ckg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gratis mbg;2025-11-09 10:00;5;46;0.676213;1.0;3.381065;False;
mbg ckg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
prabowo wujud;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;PER
prioritas presiden;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;PER
fondasi lahir;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
presiden prabowo;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;PER
ckg prioritas;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
lahir generasi;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
sehat gizi;2025-11-09 10:00;1;1;3.833213;1.0;3.833213;False;
indonesia sehat;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;LOC
fungsi dapur;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
dapur pusat;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
satu layan;2025-11-09 10:00;2;1;3.833213;1.0;7.666427;False;
gizi sppg;2025-11-09 10:00;1;1;3.833213;1.0;3.833213;False;
layan penuh;2025-11-09 10:00;2;1;3.833213;1.0;7.666427;False;
dukung program;2025-11-09 10:00;2;6;2.58045;1.0;5.160901;False;
program perintah;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
mbg polres;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
polres tangsel;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
penuh gizi;2025-11-09 10:00;2;1;3.833213;1.0;7.666427;False;
perintah program;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
pusat produksi;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
tangsel bangun;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bangun satu;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
produksi makan;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
sppg fungsi;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bikin mbg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
harga trilyunan;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
mbg harga;2025-11-09 10:00;1;2;3.427748;1.0;3.427748;False;
bro lupa;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
lupa bikin;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
tempur amp;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
beli jet;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
program berat;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
juta rumah;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
amp kapal;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
selam apbn;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
survive dgn;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
program juta;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gali lubang;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
rumah kopdes;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
hutang spt;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kopdes bentuk;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
amp drone;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
tutup lubang;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
mangkas program;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
dgn gali;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kapal selam;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
lubang tutup;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
nafas hutang;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
apbn nafas;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
perintah mangkas;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
spt mbg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
mbg program;2025-11-09 10:00;1;2;3.427748;1.0;3.427748;False;
berat apbn;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kodam beli;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
apbn survive;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
drone tempur;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
lubang bahaya;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bentuk kodam;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
jet amp;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gratis gizi;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
anak bangsa;2025-11-09 10:00;1;9;2.223775;1.0;2.223775;False;
gizi anak;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gratis asupan;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
asupan gizi;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kelola dapur;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
jayapura utara;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bhayangkari polda;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
layan program;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
utara kota;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kemala bhayangkari;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
yayasan kemala;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
dapur sehat;2025-11-09 10:00;1;1;3.833213;1.0;3.833213;False;
papua bantu;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;LOC
wilayah distrik;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;LOC
distrik jayapura;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
perintah kelola;2025-11-09 10:00;1;1;3.833213;1.0;3.833213;False;
bantu perintah;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
sehat layan;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kota jayapura;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gratis wilayah;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;LOC
polda papua;2025-11-09 10:00;1;0;4.526361;1.5;6.789541;True;LOC
ajar sekolah;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
mbg semangat;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
siswa ajar;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
semangat siswa;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
jambi kamis;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kamis september;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
september mbg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
terima manfaat;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
sekolah gantiwarno;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
manfaat program;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
gantiwarno terima;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
rasio anak;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
oke lanjut;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kepentok rasio;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
ga batas;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
anak racun;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
ide ck;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bantai israel;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
racun kau;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
wajar sih;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
debat warkop;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
dg bunuh;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
perang ide;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
laku dg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
kau bilang;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
lanjut mbg;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
batas debat;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
israel influence;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
lu ga;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
udah kepentok;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
warkop laku;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bilang normal;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
normal oke;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
dg sadar;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
marah hati;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
sih lu;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
ga marah;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
bunuh wajar;2025-11-09 10:00;1;0;4.526361;1.0;4.526361;False;
