ngram;time_slot;df;df_prev;idft;boost;df_idft;is_entity;entity_type
bangsa sehat;2025-08-09 15:00;1;1;3.833213;1.0;3.833213;False;
dana makan;2025-08-09 15:00;1;2;3.427748;1.0;3.427748;False;
harga pasar;2025-08-09 15:00;1;8;2.329136;1.0;2.329136;False;
sesuai harga;2025-08-09 15:00;1;6;2.58045;1.0;2.58045;False;
lembaga anti;2025-08-09 16:00;1;1;3.833213;1.0;3.833213;False;
harga at;2025-08-09 16:00;1;25;1.268264;1.0;1.268264;False;
dana transparan;2025-08-09 16:00;1;8;2.329136;1.0;2.329136;False;
anti korupsi;2025-08-09 16:00;1;4;2.916923;1.0;2.916923;False;
awas dukung;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
sistem awas;2025-08-09 16:00;1;1;3.833213;1.0;3.833213;False;
at cost;2025-08-09 16:00;1;55;0.501009;1.0;0.501009;False;
penuh lembaga;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-08-09 16:00;3;124;-0.301953;1.0;-0.90586;False;
cost sistem;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
mbg dana;2025-08-09 16:00;1;3;3.140066;1.0;3.140066;False;
gratis mbg;2025-08-09 16:00;3;40;0.812788;1.0;2.438365;False;
makan gizi;2025-08-09 16:00;3;124;-0.301953;1.0;-0.90586;False;
transparan harga;2025-08-09 16:00;1;12;1.961411;1.0;1.961411;False;
dukung penuh;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
mbg badarawuhi;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
badarawuhi map;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
roblox udah;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
udah mbg;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
map konon;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
serius generasi;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
mbg buka;2025-08-09 16:00;1;3;3.140066;1.0;3.140066;False;
generasi emas;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
pasar bebas;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-08-09 16:00;1;12;1.961411;1.0;1.961411;False;
awas lembaga;2025-08-09 16:00;1;2;3.427748;1.0;3.427748;False;
mark up;2025-08-09 16:00;2;25;1.268264;1.0;2.536528;False;
keluar sesuai;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
up serius;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
sesuai harga;2025-08-09 16:00;1;7;2.446919;1.0;2.446919;False;
bebas mark;2025-08-09 16:00;1;2;3.427748;1.0;3.427748;False;
harga pasar;2025-08-09 16:00;1;9;2.223775;1.0;2.223775;False;
buka awas;2025-08-09 16:00;1;4;2.916923;1.0;2.916923;False;
lembaga keluar;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
gengs program;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
anti mark;2025-08-09 16:00;1;2;3.427748;1.0;3.427748;False;
mbg transparan;2025-08-09 16:00;1;1;3.833213;1.0;3.833213;False;
harga atur;2025-08-09 16:00;1;1;3.833213;1.0;3.833213;False;
kppn harga;2025-08-09 16:00;1;9;2.223775;1.5;3.335663;True;ORG
biar anti;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
biaya makan;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
transparan kppn;2025-08-09 16:00;1;10;2.128465;1.5;3.192698;True;ORG
awas wenang;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
atur biar;2025-08-09 16:00;1;0;4.526361;1.0;4.526361;False;
up awas;2025-08-09 16:00;1;7;2.446919;1.0;2.446919;False;
kppn buka;2025-08-09 17:00;1;0;4.526361;1.5;6.789541;True;ORG
kelola kppn;2025-08-09 17:00;1;6;2.58045;1.5;3.870676;True;ORG
pasar perintah;2025-08-09 17:00;1;0;4.526361;1.0;4.526361;False;
gratis anak;2025-08-09 17:00;1;2;3.427748;1.0;3.427748;False;
awas bpkp;2025-08-09 17:00;1;22;1.390866;1.5;2.086299;True;ORG
indonesia kelola;2025-08-09 17:00;1;0;4.526361;1.5;6.789541;True;LOC
perintah hadir;2025-08-09 17:00;1;3;3.140066;1.0;3.140066;False;
bpkp kpk;2025-08-09 17:00;1;42;0.76516;1.5;1.147741;True;ORG
hadir nyata;2025-08-09 17:00;1;0;4.526361;1.0;4.526361;False;
mbg makan;2025-08-09 17:00;1;29;1.125163;1.0;1.125163;False;
anak indonesia;2025-08-09 17:00;1;3;3.140066;1.5;4.710099;True;LOC
gizi gratis;2025-08-09 17:00;2;127;-0.32567;1.0;-0.651339;False;
harga pasar;2025-08-09 17:00;1;10;2.128465;1.0;2.128465;False;
buka awas;2025-08-09 17:00;1;5;2.734601;1.0;2.734601;False;
makan gizi;2025-08-09 17:00;2;127;-0.32567;1.0;-0.651339;False;
sesuai harga;2025-08-09 17:00;1;8;2.329136;1.0;2.329136;False;
kpk sesuai;2025-08-09 17:00;1;0;4.526361;1.5;6.789541;True;ORG
anak sekolah;2025-08-09 17:00;1;1;3.833213;1.0;3.833213;False;
mbg bikin;2025-08-09 17:00;1;3;3.140066;1.0;3.140066;False;
bikin makan;2025-08-09 17:00;1;2;3.427748;1.0;3.427748;False;
gratis aman;2025-08-09 17:00;1;4;2.916923;1.0;2.916923;False;
sekolah ruang;2025-08-09 17:00;1;0;4.526361;1.0;4.526361;False;
ruang korupsi;2025-08-09 17:00;1;1;3.833213;1.0;3.833213;False;
aman anak;2025-08-09 17:00;1;0;4.526361;1.0;4.526361;False;
transparansi mbg;2025-08-09 17:00;1;0;4.526361;1.0;4.526361;False;
mbg kelola;2025-08-09 18:00;1;5;2.734601;1.0;2.734601;False;
biar tenang;2025-08-09 18:00;1;0;4.526361;1.0;4.526361;False;
kelola mark;2025-08-09 18:00;1;1;3.833213;1.0;3.833213;False;
tenang makan;2025-08-09 18:00;1;0;4.526361;1.0;4.526361;False;
mark up;2025-08-09 18:00;1;27;1.194156;1.0;1.194156;False;
gizi gratis;2025-08-09 18:00;2;129;-0.341174;1.0;-0.682348;False;
gratis mbg;2025-08-09 18:00;1;43;0.742171;1.0;0.742171;False;
makan gizi;2025-08-09 18:00;2;129;-0.341174;1.0;-0.682348;False;
up awas;2025-08-09 18:00;1;8;2.329136;1.0;2.329136;False;
gratis rp;2025-08-09 18:00;1;0;4.526361;1.0;4.526361;False;
rp ribu;2025-08-09 18:00;1;0;4.526361;1.0;4.526361;False;
porsi jawab;2025-08-09 18:00;1;0;4.526361;1.0;4.526361;False;
biaya makan;2025-08-09 18:00;1;1;3.833213;1.0;3.833213;False;
ribu porsi;2025-08-09 18:00;1;0;4.526361;1.0;4.526361;False;
mbg karya;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
kabinet orang;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
pagi anggota;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
nyata komik;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
komik bikin;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
karya fiksi;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
dasar kisah;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
bikin senin;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
anggota kabinet;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
fiksi dasar;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
kisah nyata;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
senin pagi;2025-08-09 19:00;1;0;4.526361;1.0;4.526361;False;
umkm peran;2025-08-09 22:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-08-09 22:00;1;13;1.887303;1.0;1.887303;False;
krusial program;2025-08-09 22:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-08-09 22:00;1;131;-0.356441;1.0;-0.356441;False;
makan gizi;2025-08-09 22:00;1;131;-0.356441;1.0;-0.356441;False;
peran krusial;2025-08-09 22:00;1;0;4.526361;1.0;4.526361;False;
sinjai barat;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
barat kodim;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
sosial pantau;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
rangka layan;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
makan gizi;2025-08-09 23:00;1;132;-0.363989;1.0;-0.363989;False;
perak koramil;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
mandiri rangka;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
komunikasi sosial;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
gunung perak;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
dapur sehat;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-08-09 23:00;1;132;-0.363989;1.0;-0.363989;False;
koramil sinjai;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
babinsa desa;2025-08-09 23:00;1;0;4.526361;1.5;6.789541;True;LOC
desa gunung;2025-08-09 23:00;1;0;4.526361;1.5;6.789541;True;LOC
bangun dapur;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
gratis mbg;2025-08-09 23:00;1;44;0.719698;1.0;0.719698;False;
layan makan;2025-08-09 23:00;1;2;3.427748;1.0;3.427748;False;
sehat mandiri;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
laksana giat;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
giat komunikasi;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
kodim sinjai;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
pantau bangun;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
sinjai laksana;2025-08-09 23:00;1;0;4.526361;1.0;4.526361;False;
lokal daya;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
muda gerak;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
laku umkm;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
gerak roda;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 02:00;1;14;1.81831;1.0;1.81831;False;
ekonomi lokal;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
umkm pangan;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
gratis sehat;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
roda ekonomi;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
ternak laku;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
daya tani;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
sehat generasi;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
tani ternak;2025-11-09 02:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 02:00;1;133;-0.371479;1.0;-0.371479;False;
makan gizi;2025-11-09 02:00;1;133;-0.371479;1.0;-0.371479;False;
generasi muda;2025-11-09 02:00;1;1;3.833213;1.0;3.833213;False;
generasi sehat;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
cipta generasi;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 04:00;3;15;1.753772;1.0;5.261315;False;
gratis cipta;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 04:00;3;134;-0.378914;1.0;-1.136743;False;
makan gizi;2025-11-09 04:00;3;134;-0.378914;1.0;-1.136743;False;
gratis generasi;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
bangsa cerdas;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
generasi bangsa;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
dukung program;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
bpk kpk;2025-11-09 04:00;1;0;4.526361;1.5;6.789541;True;ORG
negara mbg;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
danantara kelola;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
efisiensi anggar;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
t alir;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
negara uu;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
danantara anggap;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
uu bumn;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
oligarki rugi;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
danantara ga;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
ga audit;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
rugi danantara;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
mbg t;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
minta dpr;2025-11-09 04:00;1;0;4.526361;1.5;6.789541;True;ORG
anggap rugi;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
koruptor nepo;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
kelola koruptor;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
kpk minta;2025-11-09 04:00;1;0;4.526361;1.5;6.789541;True;ORG
nepo oligarki;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
alir danantara;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
rugi negara;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
audit bpk;2025-11-09 04:00;1;0;4.526361;1.5;6.789541;True;ORG
dpr efisiensi;2025-11-09 04:00;1;0;4.526361;1.5;6.789541;True;ORG
anggar negara;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
anak indonesia;2025-11-09 04:00;1;4;2.916923;1.5;4.375384;True;LOC
mimpi syukur;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
makan sehat;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
anak anak;2025-11-09 04:00;1;3;3.140066;1.0;3.140066;False;
gizi semangat;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
hadir bangsa;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
banget program;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
gratis bikin;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
indonesia makan;2025-11-09 04:00;1;0;4.526361;1.5;6.789541;True;LOC
kejar mimpi;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
ajar kejar;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
semangat ajar;2025-11-09 04:00;1;1;3.833213;1.0;3.833213;False;
program hadir;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
bikin anak;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
syukur banget;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
sehat gizi;2025-11-09 04:00;1;0;4.526361;1.0;4.526361;False;
generasi emas;2025-11-09 05:00;2;1;3.833213;1.0;7.666427;False;
gratis investasi;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
investasi bangsa;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
bangsa generasi;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 05:00;3;137;-0.400893;1.0;-1.202679;False;
makan gizi;2025-11-09 05:00;3;137;-0.400893;1.0;-1.202679;False;
makan investasi;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
asupan sehat;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
hamil susu;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
anak sekolah;2025-11-09 05:00;1;2;3.427748;1.0;3.427748;False;
investasi generasi;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
sehat anak;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
sekolah hamil;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
gratis makan;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
emas asupan;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
susu balita;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
bina desa;2025-11-09 05:00;1;0;4.526361;1.5;6.789541;True;LOC
damping ketat;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
distrik militer;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
desa laksana;2025-11-09 05:00;1;0;4.526361;1.5;6.789541;True;LOC
program makan;2025-11-09 05:00;1;18;1.581922;1.0;1.581922;False;
ketat distribusi;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
sidrap bintara;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
militer sidrap;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
bintara bina;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
komando distrik;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
september komando;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
distribusi program;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
laksana damping;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
bijak menteri;2025-11-09 05:00;1;1;3.833213;1.5;5.74982;True;PER
nunggu bijak;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
gin serah;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
bca prioritas;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
semangka setip;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
tarik cepat;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
kayak mbg;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
gak drama;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
mbg semangka;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
prioritas anak;2025-11-09 05:00;1;2;3.427748;1.0;3.427748;False;
gelontorin t;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
negara pos;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
setip kartu;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
pasar tarik;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
kartu bca;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
pos keluar;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
belanja negara;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
keluar kayak;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
serah gua;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
gua nunggu;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
gua gak;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
drama gin;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
cepat belanja;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
drama drama;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
t pasar;2025-11-09 05:00;1;0;4.526361;1.0;4.526361;False;
menteri gelontorin;2025-11-09 05:00;1;0;4.526361;1.5;6.789541;True;PER
pakai data;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
kesejateraan rakyat;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
rakyat mbg;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
data coba;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
ngomong orang;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
coba program;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
tingkat kesejateraan;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
generasi bangsa;2025-11-09 06:00;1;1;3.833213;1.0;3.833213;False;
mbg racun;2025-11-09 06:00;2;0;4.526361;1.0;9.052721;False;
orang pintar;2025-11-09 06:00;1;1;3.833213;1.0;3.833213;False;
program tingkat;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
pintar pakai;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
racun generasi;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
koramil gantarang;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
bulukumba bulukumba;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
makan gizi;2025-11-09 06:00;1;140;-0.422399;1.0;-0.422399;False;
alam laksana;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 06:00;1;19;1.530628;1.0;1.530628;False;
syamsul alam;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
smpn bulukumba;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gratis smpn;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
matekko koptu;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
bulukumba kamis;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-11-09 06:00;1;140;-0.422399;1.0;-0.422399;False;
babinsa bhabinkamtibmas;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
sltp negeri;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
negeri bulukumba;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
damping program;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gratis sltp;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
lurah matekko;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
bhabinkamtibmas matekko;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
koptu syamsul;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
laksana damping;2025-11-09 06:00;1;1;3.833213;1.0;3.833213;False;
babinsa koramil;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
matekko damping;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
bulukumba babinsa;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gantarang lurah;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gk kaji;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
byk sampah;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
bagi mbg;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
ga butuh;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
racun swasta;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
jg allahuakbar;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
sampah mbg;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
nyetop program;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
allahuakbar bikin;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
mbg gk;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gk nyetop;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
tkit bagi;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
mbg kasi;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
kasi jg;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
bikin esmosi;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
swasta ga;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
butuh mbg;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
program gk;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
kaji byk;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
nongsa request;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
mbg memo;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
menu mbg;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
siswa nongsa;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
request menu;2025-11-09 06:00;1;0;4.526361;1.0;4.526361;False;
gratis investasi;2025-11-09 07:00;1;1;3.833213;1.0;3.833213;False;
indonesia maju;2025-11-09 07:00;1;0;4.526361;1.5;6.789541;True;LOC
maju cemerlang;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
baik indonesia;2025-11-09 07:00;1;0;4.526361;1.5;6.789541;True;LOC
gizi gratis;2025-11-09 07:00;9;141;-0.429467;1.0;-3.865199;False;
investasi baik;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
makan gizi;2025-11-09 07:00;9;141;-0.429467;1.0;-3.865199;False;
generasi emas;2025-11-09 07:00;1;3;3.140066;1.0;3.140066;False;
bangun generasi;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
emas indonesia;2025-11-09 07:00;1;0;4.526361;1.5;6.789541;True;LOC
cepat bangun;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
indonesia cemerlang;2025-11-09 07:00;1;0;4.526361;1.5;6.789541;True;LOC
langkah cepat;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gratis langkah;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gratis cemerlang;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
merdeka gizi;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gizi makan;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
program makan;2025-11-09 07:00;4;20;1.481838;1.0;5.927352;False;
dukung program;2025-11-09 07:00;4;1;3.833213;1.0;15.332853;False;
jabat usaha;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gaji umr;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
kerja kalo;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
pensiun sesuai;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
tunjang prestasi;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gratis tunjang;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
kalo kaya;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
prestasi pensiun;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
kaya jabat;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
sesuai kerja;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
umr makan;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
jatuh mahal;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gratis meg;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
mahal porsi;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
nama mbg;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
enak gratis;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
makan enak;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
gratis jatuh;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
mbg makan;2025-11-09 07:00;1;30;1.092373;1.0;1.092373;False;
gratis makan;2025-11-09 07:00;1;1;3.833213;1.0;3.833213;False;
gizi enak;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
meg makan;2025-11-09 07:00;1;0;4.526361;1.0;4.526361;False;
polri luncur;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
inisiatif makan;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
tahan pangan;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
pangan tunjuk;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
swasembada pangan;2025-11-09 08:00;1;0;4.526361;1.0;4.526361;False;
